"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AMGN","Amgen Inc.","194.88","121269543265.92","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","14.3","3203400915","n/a","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","8.96","2146569904.64","n/a","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","21.35","998941114.85","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","49.52","279788000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","6.49","92336994.2","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asys",
"AMRS","Amyris, Inc.","2.99","219933902.11","n/a","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","111.74","41155441446.36","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",
"ANAB","AnaptysBio, Inc.","80.12","2162165110.08","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","2.81","133419339.52","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/avxl",
"ANCN","Anchiano Therapeutics Ltd.","6.855","18180652.77","2652174","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ancn",
"ANDA","Andina Acquisition Corp. III","9.75","135476250","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. III","0.33","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. III","10.21","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. III","0.1801","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","15.53","7827723200.73","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","22.79","848150224.26","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","69.84","829555120.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","31.29","444683216.88","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",
"ANIX","Anixa Biosciences, Inc.","4.42","86756330.18","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/anix",
"ANSS","ANSYS, Inc.","186.41","15615906457.48","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.99","479991609.89","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",
"APLS","Apellis Pharmaceuticals, Inc.","19.77","1112839599.39","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","39.15","1063932570","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","3.44","75381555.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","15.31","1059265279.24","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/ainv",
"AMEH","Apollo Medical Holdings, Inc.","19.93","713475126.29","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","81.52","2797402983.84","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","32.57","2092783167.81","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","200.1","943527528000","n/a","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","0.529","4482032.379","n/a","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","0.6549","24131661.5493","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.0199","0","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","4.41","80107888.14","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","42.92","40747930778.28","n/a","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","12.5","248532662.5","n/a","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","0.4086","38681344.8","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/arex",
"APVO","Aptevo Therapeutics Inc.","0.825","35425680.675","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apvo",
"APTX","Aptinyx Inc.","4.11","137940687.21","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aptx",
"APM","Aptorum Group Limited","13.7","412594337.5","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apm",
"APTO","Aptose Biosciences, Inc.","1.94","78083277.28","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/apto",
"APYX","Apyx Medical Corporation","3.95","134449385.05","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apyx",
"AQMS","Aqua Metals, Inc.","2.98","132191879.18","n/a","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","2.44","45574981.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aqb",
"AQST","Aquestive Therapeutics, Inc.","6.58","164335546.06","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqst",
"AQXP","Aquinox Pharmaceuticals, Inc.","2.7","63550893.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqxp",
"PETX","Aratana Therapeutics, Inc.","3.84","188061035.52","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/petx",
"ARAV","Aravive, Inc.","6.56","73973840","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arav",
"ABUS","Arbutus Biopharma Corporation","4.4","252053419.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","0.895","20897782.81","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","5.4","99117599.4","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","7","33441933","n/a","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","32.91","840465255.54","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","32.68","13186991508.16","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","24.55","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","23.59","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglp",
"FUV","Arcimoto, Inc.","4.31","70420077.15","n/a","2017","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/fuv",
"ARCE","Arco Platform Limited","32.52","735041007.24","n/a","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/arce",
"ARCT","Arcturus Therapeutics Ltd.","8.09","87060721.07","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arct",
"ARDX","Ardelyx, Inc.","3.54","221602842.42","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","49.09","2428131257.41","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","17.44","7434640608","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","130.05","2709340233.3","20833066","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/argx",
"ARDS","Aridis Pharmaceuticals Inc.","11.3262","91824787.998","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ards",
"ARKR","Ark Restaurants Corp.","20.2022","70236604.8982","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.1","82471138.3","n/a","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","5.11","557479328.49","n/a","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","24.49","5344049986.44","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arry",
"DWCR","Arrow DWA Country Rotation ETF","27.08","16248000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","11","5500000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","33.78","488744376.12","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","19.75","1860596011.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","36.34","304276309.94","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","1.99","8550438.97","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",
"ARVN","Arvinas, Inc.","18.21","588707375.16","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arvn",
"ARYA","ARYA Sciences Acquisition Corp.","9.81","141018750","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/arya",
"ARYAU","ARYA Sciences Acquisition Corp.","10.47","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryau",
"ARYAW","ARYA Sciences Acquisition Corp.","1.5","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryaw",
"ASNA","Ascena Retail Group, Inc.","1.17","231153773.76","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","114.71","4620822781.5","40282650","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","0.6726","8133648.2196","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.29","31647042.01","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",
"ASLN","ASLAN Pharmaceuticals Limited","4.3","25687370.1","5973807","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asln",
"ASML","ASML Holding N.V.","203.56","14597445155.44","71710774","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","4.95","91521549.9","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","104.9","7305848720.9","n/a","1994","Technology","EDP Services","https://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","20.8","531434945.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asmb",
"ASRT","Assertio Therapeutics, Inc.","5.66","363734172.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asrt",
"ASFI","Asta Funding, Inc.","4.7299","31621344.4085","n/a","1995","Finance","Finance Companies","https://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","40.5","911979769.5","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","33.47","1090995918.51","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","24.4","169648173.6","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","3.83","21694506.46","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","6.42","98899233.3","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","2.5","24742195","n/a","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","1.02","10773406.26","10562163","2008","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","38.55","1779531877.35","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/atra",
"ATNX","Athenex, Inc.","11.49","770099992.02","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.49","218795681.11","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.52","50790176.64","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.33","454987168.35","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acbi",
"AY","Atlantica Yield plc","20","2004345200","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","3.46","55208016.04","n/a","1995","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","50.49","1300066404.12","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","1.74","20770327.8","n/a","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","15.6813","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","112.08","26843721520.8","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","58.35","933795180.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","3.36","51513850.08","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","3.12","28443448.8","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","27.9","1077100062.3","n/a","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","905.22","1677151786.32","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atri",
"ATIS","Attis Industries Inc.","2.53","8705244.24","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",
"ATISW","Attis Industries Inc.","0.1652","0","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atisw",
"ATTU","Attunity Ltd.","23.39","513031511.83","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","0.54","18774251.82","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","37.02","133030000.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/aubn",
